f1v3n2e20_loss,f1v3n2e20val_loss
0.8150490737023132,0.9450135193765163
0.49558601956911036,0.6020758152008057
0.27318244813482995,0.35720851086080074
0.13324451273780102,0.19935916643589735
0.055920815418614316,0.1062139687128365
0.020014222981100612,0.055794293410144746
0.00739510965415292,0.03414555062772706
0.004201722159295073,0.024742828798480332
0.0035326210792299174,0.0213289700623136
0.003407372344196317,0.02024727241951041
0.003372885527447117,0.01982062784372829
0.003353434663252447,0.019699306139955297
0.0032951484615951093,0.019741013675229624
0.003277032435150097,0.018910159007646143
0.0032334645761387232,0.018301217729458585
0.0031888202340547376,0.018343266914598644
0.003142142152204627,0.018780431419145316
0.00314898077042978,0.017323628620943055
0.003119926660177566,0.01833692577201873
0.003051039080263966,0.016919138084631413
