f1v3n2e20,Y
1319.9607,1553.284973
1319.3997,1551.8074645000002
1318.7954,1550.329956
1319.4545,1554.910034
1318.5569,1546.560059
1317.6552,1565.599976
1320.5938,1570.0499676666666
1321.3644,1574.4999593333334
1322.4313,1578.949951
1323.0316,1586.390015
1323.4983,1596.050049
1325.6354,1603.709961
1327.6807,1606.790039
1328.3771,1604.6400146666667
1328.6147,1602.4899903333333
1328.6702,1600.339966
1328.6217,1600.339966
1327.4958,1616.369995
1328.8789,1625.290039
1329.1113,1626.630005
1328.8475,1630.233317
1329.3999,1633.8366290000001
1330.0243,1637.439941
1330.7198,1625.23999
1329.9645,1627.609985
1330.6809,1628.219971
1330.2793,1626.930054
