f2v1n2e20,Y
2534.566,2662.623291
2533.5789,2655.33667
2530.6265,2648.050049
2527.6726,2654.800049
2524.7173,2635.669922
2522.4087,2629.72998
2515.719,2663.419922
2512.96,2666.489909
2535.7766,2669.5598959999998
2538.9075,2672.6298829999996
2542.0369,2671.919922
2545.1643,2697.790039
2547.7507,2723.070068
2560.099,2727.719971
2572.286,2728.523275
2577.2544,2729.3265789999996
2577.581,2730.1298829999996
2577.908,2711.449951
2578.2354,2722.459961
2568.879,2720.1298829999996
2577.5815,2712.969971
2577.8694,2719.649984
2577.876,2726.329997
2583.574,2733.01001
2589.2625,2724.439941
2594.9404,2733.290039
2583.0117,2727.76001
2586.8125,2721.330078
