f2v2n2e20_loss,f2v2n2e20val_loss
0.7021961932394469,0.9097971469163895
0.21497105689172552,0.24405475446711417
0.02533826380308466,0.051329068596596306
0.0051384419584150805,0.0334063233382514
0.004489891056792355,0.02755687361502129
0.004188973293937587,0.023609941572193868
0.003928653494301936,0.021695115107476064
0.0036162370205608616,0.02166332819742029
0.003395487817426538,0.02104040728274571
0.0030569165485721758,0.016931135384568377
0.002788677011940397,0.01260430392626997
0.00254279752796155,0.012775161414933593
0.0022113397488365146,0.010586285786500768
0.0019641440823225586,0.00829374047158205
0.0017315409175291932,0.008385868887315788
0.0014808642322357755,0.008625350178867255
0.0013181162000672501,0.006872515295348738
0.0011305776413957857,0.004197332771424123
0.0009898833165103507,0.0024229632519722068
0.0008358538150262285,0.0026512119119339013
