f2v2n2e20,Y
2494.6555,2655.33667
2493.2908,2648.050049
2488.5554,2654.800049
2483.8047,2635.669922
2485.811,2629.72998
2484.1802,2663.419922
2475.2542,2666.489909
2488.1123,2669.5598959999998
2499.8354,2672.6298829999996
2501.9187,2671.919922
2503.9985,2697.790039
2504.3088,2723.070068
2511.3362,2727.719971
2527.3257,2728.523275
2535.9688,2729.3265789999996
2537.1501,2730.1298829999996
2538.4539,2711.449951
2539.7537,2722.459961
2533.6162,2720.1298829999996
2529.9666,2712.969971
2529.4658,2719.649984
2523.2983,2726.329997
2522.3347,2733.01001
2526.238,2724.439941
2530.1377,2733.290039
2529.3518,2727.76001
2532.585,2721.330078
