f2v7n4e20,Y
2652.5227,2663.419922
2649.2976,2666.489909
2653.146,2669.5598959999998
2655.3647,2672.6298829999996
2658.3438,2671.919922
2661.9822,2697.790039
2666.0417,2723.070068
2674.09,2727.719971
2683.8472,2728.523275
2690.4944,2729.3265789999996
2695.8845,2730.1298829999996
2700.4583,2711.449951
2704.3115,2722.459961
2704.505,2720.1298829999996
2707.7625,2712.969971
2708.854,2719.649984
2709.2905,2726.329997
2710.9746,2733.01001
2713.239,2724.439941
2716.1948,2733.290039
2716.108,2727.76001
2718.0798,2721.330078
