f1v7n2e20,Y
21239.559,23930.150391
21216.375,24262.509766
21273.305,24294.113281666665
21306.428,24325.716797333334
21335.31,24357.320313
21362.408,24360.210938
21380.123,24542.539063
21433.693,24739.529297
21494.943,24831.169922
21522.516,24853.916666666668
21541.922,24876.663411333335
21556.328,24899.410156
21567.432,24706.410156
21550.951,24768.929688
21574.553,24713.980469
21575.107,24715.089844
21554.752,24814.489583666666
21551.43,24913.889323333333
21555.336,25013.289063
21564.021,24834.410156
21560.686,24886.810547
21582.656,24811.759766
21591.203,24753.089844
