f1v1n4e20,Y
21690.729,24311.189453
21693.412,24261.843098999998
21661.584,24212.496745
21629.713,24163.150391
21597.803,24099.050781
21640.785,23924.980469
21585.365,23930.150391
21544.188,24262.509766
21747.686,24294.113281666665
21776.984,24325.716797333334
21806.252,24357.320313
21835.492,24360.210938
21853.514,24542.539063
21982.19,24739.529297
22100.438,24831.169922
22121.22,24853.916666666668
22120.105,24876.663411333335
22118.984,24899.410156
22117.854,24706.410156
22036.627,24768.929688
22128.191,24713.980469
22134.352,24715.089844
22106.932,24814.489583666666
22141.947,24913.889323333333
22176.904,25013.289063
22211.81,24834.410156
22146.885,24886.810547
22199.6,24811.759766
22184.805,24753.089844
