f1v15n2e20_loss,f1v15n2e20val_loss
0.0813720580736117,0.0690896560831758
0.005671837131923566,0.07167298841796466
0.004882317995728298,0.05239384402614712
0.004011250061906691,0.04883351418245959
0.003209497804820159,0.040883367549903044
0.0024076209542801706,0.034806835458882704
0.0017649149094816,0.029948593998615373
0.0013351277948794498,0.02171422351126703
0.0009351789371305399,0.020398791679399925
0.0006539103023897042,0.016744734524067915
0.0004451260809696205,0.015516815044535887
0.00033769959349765636,0.010928835020550596
0.0002721164235231672,0.011142017537002896
0.0002272882153476053,0.009496975887798072
0.0002226755392168015,0.009824882772432379
0.0002230867771984657,0.006713806613248417
0.00020979864475670123,0.008393282156700156
0.00019906035778916942,0.00861850748348031
0.0001964493650441417,0.007790572719410962
0.00019863171355870586,0.010066292940907731
