f2v1n4e20,Y
2785.8706,2662.623291
2783.983,2655.33667
2779.5554,2648.050049
2775.1304,2654.800049
2770.7056,2635.669922
2776.0745,2629.72998
2774.2375,2663.419922
2764.6829,2666.489909
2804.5369,2669.5598959999998
2811.881,2672.6298829999996
2819.2239,2671.919922
2826.5652,2697.790039
2834.2705,2723.070068
2855.823,2727.719971
2874.6975,2728.523275
2879.1199,2729.3265789999996
2877.7815,2730.1298829999996
2876.4429,2711.449951
2875.1038,2722.459961
2864.262,2720.1298829999996
2887.0095,2712.969971
2892.7466,2719.649984
2890.758,2726.329997
2897.7627,2733.01001
2904.7693,2724.439941
2911.779,2733.290039
2894.4229,2727.76001
2903.6458,2721.330078
