f2v7n2e20_loss,f2v7n2e20val_loss
0.09158981337456955,0.061903874788965495
0.010009044338428068,0.04855269517053615
0.008584658613010455,0.0413833616485635
0.006886071103901478,0.0363957163478647
0.005502507023032376,0.02130675069209966
0.0038794214806320377,0.01634695743220848
0.002575241347746013,0.00746682764716692
0.0016237633551735222,0.005968001195239824
0.0010155470031107511,0.004103239344248733
0.0005910108339797126,0.0007162261001092822
0.00035945872429412755,0.0006329006867487736
0.0002890098449034282,0.00039306781070411157
0.00024388029938255426,0.0003090578403906285
0.00022588703168381765,0.00012802990400004902
0.00020478325601482788,0.00024677508650251643
0.00021969043227373724,0.0003734194525640015
0.00023882487286119,0.00013851058252379976
0.0002038180949567446,0.00022704148704088856
0.00018485686996130932,0.00014179333701187197
0.00019695204106133445,0.0002644585309119046
