f2v1n2e20,Y
6387.074,7101.956543333333
6389.3823,7084.113281666667
6374.806,7066.27002
6360.215,7130.700195
6345.6084,7100.899901999999
6356.114,7088.149901999999
6314.326,7209.620117
6308.5435,7228.150065
6390.14,7246.680013
6398.328,7265.209961
6406.516,7266.899901999999
6414.7017,7339.910156
6413.143,7404.970215
6466.1816,7402.879883
6519.0864,7405.693196666666
6531.876,7408.506510333333
6535.7603,7411.319823999999
6539.644,7351.629883
6543.5264,7398.299805
6496.9062,7382.470215
6518.0674,7354.339844
6506.221,7367.573242333334
6494.778,7380.806640666667
6512.597,7394.040039
6530.4097,7378.459961
6548.218,7425.959961
6521.854,7424.430176000001
6542.5444,7433.850098000001
