f1v2n4e20_loss,f1v2n4e20val_loss
0.20512388081441932,0.05549996929324191
0.004926275488704497,0.002214587865202465
0.0018391315962674965,0.001984310232649517
0.0017380035834088042,0.001643190235842232
0.0016299603427253355,0.0008952248658517973
0.0015479845558786967,0.0020565903810758914
0.001448148653033555,0.0006162070668996539
0.0013970432894440234,0.0011104018493547894
0.0012851766016352708,0.0003125681805218135
0.0011416280649728817,0.00033195770856764284
0.0010780357890320402,0.0003884547803587022
0.001096960351372835,0.00046849102448939686
0.0010172084821215347,0.0005001544371858156
0.0009278929540642034,0.0004058247451291169
0.0009059375102125084,0.0004960287360913555
0.0008398876028131416,0.00045656235923398407
0.0008580495662682826,0.0008838036282727642
0.0007935603359076354,0.0006384639733250483
0.0008086231449848312,0.0008596360591147221
0.000793060588752712,0.0023352723782725502
