f2v2n2e20,Y
5911.5566,7084.113281666667
5908.0034,7066.27002
5900.5107,7130.700195
5892.979,7100.899901999999
5893.841,7088.149901999999
5883.371,7209.620117
5872.4307,7228.150065
5894.929,7246.680013
5914.157,7265.209961
5917.689,7266.899901999999
5921.2134,7339.910156
5921.3306,7404.970215
5935.1396,7402.879883
5961.02,7405.693196666666
5975.2495,7408.506510333333
5979.14,7411.319823999999
5981.55,7351.629883
5983.957,7398.299805
5971.302,7382.470215
5965.496,7354.339844
5964.1943,7367.573242333334
5957.036,7380.806640666667
5959.0327,7394.040039
5967.357,7378.459961
5975.633,7425.959961
5973.214,7424.430176000001
5974.606,7433.850098000001
