f15v2n2e20_loss,f15v2n2e20val_loss
0.12466693354979787,0.4255098933758943
0.030160475387688342,0.24964817589067895
0.018024037378327973,0.20302615525281947
0.01655778850450426,0.19820838016660317
0.016046746430158892,0.18550105239062206
0.015269074760214217,0.16447100796453332
0.014396709634569101,0.15722621511667967
0.013656258559154515,0.15803519308405078
0.013123374485519207,0.13332603361619555
0.011843122211375422,0.118263255926254
0.010990691061091316,0.12671364021851964
0.00988241699680047,0.10558635502567758
0.009149997745724761,0.101809729255088
0.008324789105385295,0.08896873526923034
0.007377519174604965,0.08715704567325504
0.0065317075410665296,0.06817092402311771
0.005768934071459898,0.06031913336609369
0.004927907217663358,0.05538448490931288
0.004297006976340525,0.03938038969088508
0.0037833145972322522,0.04535643626814303
