f7v7n2e20_loss,f7v7n2e20val_loss
0.07099124228559332,0.2955290098766704
0.03452112372254031,0.21130068141680497
0.030159295259156088,0.1937457602266427
0.028374632771073452,0.18118500652221534
0.025809415662395176,0.17508982277506
0.022468539090294497,0.1519118213391566
0.018122853385296022,0.11803929319421014
0.01338612888598722,0.0889315267431212
0.00853238604129875,0.056604305742779276
0.003771425051459678,0.039418694481335496
0.0013358061141487514,0.02614214333992165
0.0007668429987291201,0.022294760653544424
0.0008055022042514492,0.024347270148100106
0.0008035017544928127,0.02436392791415718
0.0007036923358353819,0.025254224846651265
0.0007836887924083056,0.0238035395229747
0.0007326114051966759,0.024781051498663786
0.0007484590560491244,0.025617094554395956
0.0007021716968946777,0.022867141021569105
0.0007644824572806842,0.023403037736028597
