f1v1n4e20_loss,f1v1n4e20val_loss
0.20943571147741244,0.19280809063844204
0.024301247405676296,0.022895539518841695
0.0026619318334635306,0.010558362596177389
0.0022871607635724994,0.008831388260482319
0.002141300318820485,0.008428877058950074
0.0019984629282628064,0.009910460037771216
0.001859668156966446,0.006078402882991379
0.0017151685367793434,0.006448231805661398
0.0015867083576571583,0.005795359280952323
0.0014130441451566372,0.005019004710994402
0.0012911819163852142,0.0031472845106545245
0.0011460574349794134,0.0024857236135047973
0.0010314733334676543,0.002417923866694393
0.0009005814730062313,0.001665637342988083
0.0007901479705665392,0.0007537758989406572
0.0007067488929463345,0.0005692412460495822
0.000622293595953862,0.0005634444800437601
0.0005645602543401977,0.0005250228066065544
0.0004969630728395883,0.0002804287699857523
0.00047455308029368686,0.00015326550290828772
