f15v15n4e20_loss,f15v15n4e20val_loss
0.04360485518042029,0.2335080434411964
0.02383816904729742,0.22799225776587556
0.018645563369094904,0.17837652324030062
0.010934426499216733,0.10744828065769785
0.0036579684770227596,0.07358090695768794
0.0021101211616757504,0.058628155418590414
0.002130483996477808,0.051684968726671984
0.002139433047655895,0.05476999022816652
0.0017115985699435487,0.04578556247593073
0.0017784124307194153,0.049334363349332104
0.0017547048860624124,0.0431805732910015
0.0016781871771571354,0.043545638223572464
0.0015377496717415165,0.04251165034236924
0.0015830428385582263,0.044687821195404605
0.0014709208843386044,0.03990184284602886
0.001287757962003167,0.03642680972108255
0.0014195436574929593,0.03826831234306497
0.0013627701094443838,0.041985366024676986
0.0015054751064274227,0.038881241683004386
0.0015339096433114614,0.04345439434451545
