f2v1n2e20,Y
1410.0962,1554.7624815
1410.3939,1553.284973
1408.2275,1551.8074645000002
1406.0608,1550.329956
1403.8931,1554.910034
1404.6385,1546.560059
1398.6685,1565.599976
1397.3842,1570.0499676666666
1409.7026,1574.4999593333334
1410.992,1578.949951
1412.2814,1586.390015
1413.5707,1596.050049
1413.7244,1603.709961
1421.7493,1606.790039
1429.7452,1604.6400146666667
1431.9336,1602.4899903333333
1432.3674,1600.339966
1432.801,1600.339966
1433.2344,1616.369995
1426.6901,1625.290039
1430.3688,1626.630005
1429.2709,1630.233317
1427.8469,1633.8366290000001
1430.6525,1637.439941
1433.4531,1625.23999
1436.2488,1627.609985
1431.7123,1628.219971
1434.5004,1626.930054
