f2v7n4e20,Y
6322.6494,7209.620117
6319.1123,7228.150065
6339.004,7246.680013
6350.116,7265.209961
6362.1836,7266.899901999999
6375.434,7339.910156
6386.166,7404.970215
6408.17,7402.879883
6434.823,7405.693196666666
6449.508,7408.506510333333
6459.882,7411.319823999999
6468.1616,7351.629883
6474.4966,7398.299805
6469.6177,7382.470215
6476.2188,7354.339844
6476.8955,7367.573242333334
6475.842,7380.806640666667
6480.767,7394.040039
6487.3623,7378.459961
6495.085,7425.959961
6494.153,7424.430176000001
6499.698,7433.850098000001
