f2v2n2e20_loss,f2v2n2e20val_loss
0.23006045338265674,0.29203619775564776
0.033452989088933426,0.040672877125199076
0.0016754617966033968,0.027779720900782748
0.0013974984446541818,0.02353228247501766
0.0012882186612275138,0.025618661331701213
0.0011787178916937242,0.024450055915740846
0.0010821093926620927,0.020085054014445
0.0009555571623904169,0.020564384520580264
0.0008314422793897073,0.016641834059871897
0.0007199192829353574,0.016299290018176416
0.0006319428166806052,0.013542870553109147
0.0005183193043993926,0.01244113129897691
0.00042999508982232234,0.0109226324104542
0.00036979040016980554,0.009129466034684574
0.00029812991963554947,0.008053247492922388
0.000243041833572382,0.008105247430807061
0.0002139273849701719,0.007308115195685431
0.00019188256922990257,0.006469348856784484
0.00017623381829681887,0.006048186931445304
0.0001532350740763465,0.004549448510616734
