f1v1n2e20,Y
1472.7163,1556.23999
1472.7069,1554.7624815
1470.6757,1553.284973
1468.642,1551.8074645000002
1466.6061,1550.329956
1467.402,1554.910034
1463.3892,1546.560059
1460.8746,1565.599976
1474.2424,1570.0499676666666
1476.0869,1574.4999593333334
1477.9312,1578.949951
1479.7749,1586.390015
1481.1456,1596.050049
1489.4102,1603.709961
1497.2358,1606.790039
1499.3789,1604.6400146666667
1499.3451,1602.4899903333333
1499.309,1600.339966
1499.2709,1600.339966
1493.9613,1616.369995
1499.7856,1625.290039
1500.3673,1626.630005
1499.2726,1630.233317
1502.0841,1633.8366290000001
1504.8901,1637.439941
1507.6912,1625.23999
1502.1534,1627.609985
1504.9885,1628.219971
1503.5471,1626.930054
