Date,^IXIC,^RUT,^DJI,^GSPC
2012-03-27,3120.350098,839.9799800000001,13197.730469,1412.52002
2012-03-28,3104.959961,834.450012,13126.209961,1405.540039
2012-03-29,3095.360107,832.219971,13145.820313,1403.280029
2012-03-30,3091.570068,830.299988,13212.040039,1408.469971
2012-03-31,3100.9466956666665,833.743327,13229.523437333333,1411.993327
2012-04-01,3110.3233233333335,837.1866660000001,13247.006835666667,1415.516683
2012-04-02,3119.699951,840.6300050000001,13264.490234,1419.040039
2012-04-03,3113.570068,834.799988,13199.549805,1413.380005
2012-04-04,3068.090088,820.380005,13074.75,1398.959961
2012-04-05,3080.5,818.179993,13060.139648,1398.079956
2012-04-06,3072.1450194999998,814.50000025,13027.502197,1394.10995475
2012-04-07,3063.790039,810.8200075,12994.864746,1390.1399535
2012-04-08,3055.4350585,807.14001475,12962.227295,1386.16995225
2012-04-09,3047.080078,803.460022,12929.589844,1382.199951
2012-04-10,2991.219971,784.150024,12715.929688,1358.589966
2012-04-11,3016.459961,796.590027,12805.389648,1368.709961
2012-04-12,3055.550049,808.590027,12986.580078,1387.569946
2012-04-13,3011.330078,796.289978,12849.589844,1370.26001
2012-04-14,3003.686686,796.8866576666667,12873.529948,1370.0299886666667
2012-04-15,2996.043294,797.4833373333333,12897.470052,1369.7999673333334
2012-04-16,2988.399902,798.080017,12921.410156,1369.569946
2012-04-17,3042.820068,810.630005,13115.540039,1390.780029
2012-04-18,3031.449951,803.320007,13032.75,1385.140015
2012-04-19,3007.560059,798.900024,12964.099609,1376.920044
2012-04-20,3000.449951,804.049988,13029.259766,1378.530029
2012-04-21,2990.449951,799.9833173333333,12995.229818,1374.6666663333333
2012-04-22,2980.449951,795.9166466666667,12961.199869999999,1370.8033036666668
2012-04-23,2970.449951,791.849976,12927.169922,1366.939941
2012-04-24,2961.600098,798.049988,13001.55957,1371.969971
2012-04-25,3029.6298829999996,812.119995,13090.719727,1390.689941
2012-04-26,3050.610107,818.330017,13204.620117,1399.97998
2012-04-27,3069.199951,825.469971,13228.30957,1403.359985
2012-04-28,3061.5866696666667,822.606649,13223.416341,1401.5433346666666
2012-04-29,3053.9733883333333,819.743327,13218.523111999999,1399.7266843333334
2012-04-30,3046.360107,816.880005,13213.629883,1397.910034
2012-05-01,3050.439941,815.8900150000001,13279.320313,1405.819946
2012-05-02,3059.850098,818.599976,13268.570313,1402.310059
2012-05-03,3024.300049,806.590027,13206.589844,1391.569946
2012-05-04,2956.340088,791.840027,13038.269531,1369.099976
2012-05-05,2956.813395333333,792.496684,13028.356445,1369.2599693333334
2012-05-06,2957.2867026666668,793.1533410000001,13018.443359,1369.4199626666666
2012-05-07,2957.76001,793.8099980000001,13008.530273,1369.579956
2012-05-08,2946.27002,793.0599980000001,12932.089844,1363.719971
2012-05-09,2934.709961,788.919983,12835.05957,1354.579956
2012-05-10,2933.639893,791.75,12855.040039,1357.98999
2012-05-11,2933.820068,790.0599980000001,12820.599609,1353.390015
2012-05-12,2923.406738,786.3566693333333,12778.849609,1348.3766686666665
2012-05-13,2912.993408,782.6533406666667,12737.099609,1343.3633223333334
2012-05-14,2902.580078,778.950012,12695.349609,1338.349976
2012-05-15,2893.76001,777.3599849999999,12632.0,1330.660034
2012-05-16,2874.040039,772.1099849999999,12598.549805,1324.800049
2012-05-17,2813.689941,754.330017,12442.490234,1304.859985
2012-05-18,2778.790039,747.210022,12369.379883,1295.219971
2012-05-19,2801.5966796666667,753.0200196666667,12414.413411666666,1302.1433106666666
2012-05-20,2824.4033203333333,758.8300173333333,12459.446940333333,1309.0666503333334
2012-05-21,2847.209961,764.6400150000001,12504.480469,1315.98999
2012-05-22,2839.080078,759.630005,12502.80957,1316.630005
2012-05-23,2850.1201170000004,765.169983,12496.150391,1318.859985
2012-05-24,2839.3798829999996,766.570007,12529.75,1320.680054
2012-05-25,2837.530029,766.409973,12454.830078,1317.819946
2012-05-26,2845.89501925,769.097473,12486.295166,1321.4699705
2012-05-27,2854.2600095,771.784973,12517.760254,1325.119995
2012-05-28,2862.62499975,774.472473,12549.225342000002,1328.7700195
2012-05-29,2870.98999,777.159973,12580.69043,1332.420044
2012-05-30,2837.360107,762.0,12419.860352,1313.319946
2012-05-31,2827.340088,761.820007,12393.450195,1310.329956
2012-06-01,2747.47998,737.419983,12118.570313,1278.040039
2012-06-02,2751.6566566666665,737.3599853333334,12112.866862333334,1278.0867106666667
2012-06-03,2755.8333333333335,737.2999876666667,12107.163411666666,1278.1333823333332
2012-06-04,2760.01001,737.23999,12101.459961,1278.180054
2012-06-05,2778.110107,746.090027,12127.950195,1285.5
2012-06-06,2844.719971,765.169983,12414.790039,1315.130005
2012-06-07,2831.02002,760.340027,12460.959961,1314.98999
2012-06-08,2858.419922,769.1900019999999,12554.200195,1325.660034
2012-06-09,2842.1899413333335,763.1300046666667,12506.543619666667,1320.083374
2012-06-10,2825.9599606666666,757.0700073333333,12458.887044333333,1314.5067139999999
2012-06-11,2809.72998,751.01001,12411.230469,1308.930054
2012-06-12,2843.070068,761.530029,12573.799805,1324.180054
2012-06-13,2818.610107,752.380005,12496.379883,1314.880005
2012-06-14,2836.330078,762.340027,12651.910156,1329.099976
2012-06-15,2872.800049,771.320007,12767.169922,1342.839966
2012-06-16,2880.3100586666665,771.7233476666667,12758.720052333332,1343.4866536666666
2012-06-17,2887.8200683333334,772.1266883333334,12750.270182666667,1344.1333413333334
2012-06-18,2895.330078,772.530029,12741.820313,1344.780029
2012-06-19,2929.76001,786.429993,12837.330078,1357.97998
2012-06-20,2930.449951,784.049988,12824.389648,1355.689941
2012-06-21,2859.090088,764.830017,12573.570313,1325.51001
2012-06-22,2892.419922,775.159973,12640.780273,1335.02002
2012-06-23,2873.6665853333334,770.73999,12594.740234,1327.9200036666666
2012-06-24,2854.9132486666667,766.320007,12548.700195,1320.8199873333333
2012-06-25,2836.159912,761.900024,12502.660156,1313.719971
2012-06-26,2854.060059,765.02002,12534.669922,1319.98999
2012-06-27,2875.320068,776.23999,12627.009766,1331.849976
2012-06-28,2849.48999,775.8900150000001,12602.259766,1329.040039
2012-06-29,2935.050049,798.48999,12880.089844,1362.160034
2012-06-30,2940.4433593333333,801.639994,12877.189778666667,1363.2766926666666
2012-07-01,2945.8366696666667,804.789998,12874.289713333334,1364.3933513333334
2012-07-02,2951.22998,807.9400019999999,12871.389648,1365.51001
2012-07-03,2976.080078,818.48999,12943.660156,1374.02002
2012-07-04,2976.1000975,817.9599915,12920.165039,1370.799988
2012-07-05,2976.1201170000004,817.429993,12896.669922,1367.579956
2012-07-06,2937.330078,807.1400150000001,12772.469727,1354.680054
2012-07-07,2935.4767253333334,806.360006,12760.409830999999,1353.9400229999999
2012-07-08,2933.6233726666665,805.579997,12748.349935,1353.199992
2012-07-09,2931.77002,804.799988,12736.290039,1352.459961
2012-07-10,2902.330078,795.169983,12653.120117,1341.469971
2012-07-11,2887.97998,792.26001,12604.530273,1341.449951
2012-07-12,2866.189941,789.619995,12573.269531,1334.76001
2012-07-13,2908.469971,800.98999,12777.089844,1356.780029
2012-07-14,2904.6266276666665,799.546651,12760.463216333334,1355.7333576666667
2012-07-15,2900.7832843333335,798.1033120000001,12743.836588666667,1354.6866863333332
2012-07-16,2896.939941,796.659973,12727.209961,1353.640015
2012-07-17,2910.040039,799.450012,12805.540039,1363.670044
2012-07-18,2942.600098,805.0599980000001,12908.700195,1372.780029
2012-07-19,2965.899902,802.169983,12943.360352,1376.51001
2012-07-20,2925.300049,791.539978,12822.570313,1362.660034
2012-07-21,2913.5833333333335,787.3266600000001,12788.866862333334,1358.6133626666667
2012-07-22,2901.8666176666666,783.113342,12755.163411666666,1354.5666913333332
2012-07-23,2890.149902,778.900024,12721.459961,1350.52002
2012-07-24,2862.98999,767.75,12617.320313,1338.310059
2012-07-25,2854.23999,769.3099980000001,12676.049805,1337.890015
2012-07-26,2893.25,777.1099849999999,12887.929688,1360.02002
2012-07-27,2958.090088,796.0,13075.660156,1385.969971
2012-07-28,2954.0067546666664,794.5266723333333,13074.776692666666,1385.7466636666666
2012-07-29,2949.9234213333334,793.0533446666667,13073.893229333333,1385.5233563333334
2012-07-30,2945.840088,791.580017,13073.009766,1385.300049
2012-07-31,2939.52002,786.9400019999999,13008.679688,1379.319946
2012-08-01,2920.209961,771.130005,12976.129883,1375.319946
2012-08-02,2909.77002,768.599976,12878.879883,1365.0
2012-08-03,2967.899902,788.47998,13096.169922,1390.98999
2012-08-04,2975.2365720000003,790.4366453333333,13103.283203333332,1392.0699866666666
2012-08-05,2982.573242,792.3933106666666,13110.396484666666,1393.1499833333335
2012-08-06,2989.909912,794.349976,13117.509766,1394.22998
2012-08-07,3015.860107,801.340027,13168.599609,1401.349976
2012-08-08,3011.25,800.159973,13175.639648,1402.219971
2012-08-09,3018.639893,802.900024,13165.19043,1402.800049
2012-08-10,3020.860107,801.549988,13207.950195,1405.869995
2012-08-11,3021.4134113333334,800.863322,13195.110026,1405.283325
2012-08-12,3021.9667156666665,800.176656,13182.269857,1404.696655
2012-08-13,3022.52002,799.48999,13169.429688,1404.109985
2012-08-14,3016.97998,796.880005,13172.139648,1403.930054
2012-08-15,3030.929932,804.26001,13164.780273,1405.530029
2012-08-16,3062.389893,813.080017,13250.110352,1415.51001
2012-08-17,3076.590088,819.8900150000001,13275.200195,1418.160034
2012-08-18,3076.463379,818.7633466666667,13274.013346,1418.1500243333332
2012-08-19,3076.33667,817.6366783333333,13272.826497,1418.1400146666667
2012-08-20,3076.209961,816.51001,13271.639648,1418.130005
2012-08-21,3067.26001,815.3599849999999,13203.580078,1413.170044
2012-08-22,3073.669922,812.5599980000001,13172.759766,1413.48999
2012-08-23,3053.399902,806.0,13057.459961,1402.079956
2012-08-24,3069.790039,809.1900019999999,13157.969727,1411.130005
2012-08-25,3070.923339666667,809.5933426666667,13146.869792,1410.8999836666667
2012-08-26,3072.0566403333332,809.9966833333333,13135.769857,1410.6699623333334
2012-08-27,3073.189941,810.400024,13124.669922,1410.439941
2012-08-28,3077.139893,814.280029,13102.990234,1409.300049
2012-08-29,3081.189941,817.840027,13107.480469,1410.48999
2012-08-30,3048.709961,808.6400150000001,13000.709961,1399.47998
2012-08-31,3066.959961,812.090027,13090.839844,1406.579956
2012-09-01,3068.9849855,814.602524,13077.1149905,1406.16995225
2012-09-02,3071.01001,817.1150210000001,13063.390137,1405.7599485
2012-09-03,3073.0350344999997,819.627518,13049.6652835,1405.34994475
2012-09-04,3075.060059,822.1400150000001,13035.94043,1404.939941
2012-09-05,3069.27002,821.22998,13047.480469,1403.439941
2012-09-06,3135.810059,837.950012,13292.0,1432.119995
2012-09-07,3136.419922,842.2700199999999,13306.639648,1437.920044
2012-09-08,3125.6199546666667,841.3033449999999,13289.189778333333,1434.973348
2012-09-09,3114.8199873333333,840.3366699999999,13271.739908666666,1432.026652
2012-09-10,3104.02002,839.3699949999999,13254.290039,1429.079956
2012-09-11,3104.530029,841.919983,13323.360352,1433.560059
2012-09-12,3114.310059,845.1199949999999,13333.349609,1436.560059
2012-09-13,3155.830078,856.1199949999999,13539.860352000002,1459.98999
2012-09-14,3183.949951,864.7000119999999,13593.370116999999,1465.77002
2012-09-15,3182.1899413333335,862.7666826666666,13579.946614333332,1464.243327
2012-09-16,3180.4299316666666,860.8333533333333,13566.523111666667,1462.716634
2012-09-17,3178.669922,858.900024,13553.099609,1461.189941
2012-09-18,3177.800049,856.929993,13564.639647999998,1459.319946
2012-09-19,3182.6201170000004,856.080017,13577.959961000002,1461.050049
2012-09-20,3175.959961,851.51001,13596.929688,1460.26001
2012-09-21,3179.959961,855.51001,13579.469727000002,1460.150024
2012-09-22,3173.566650333333,854.26001,13572.619792000001,1459.0633543333333
2012-09-23,3167.173339666667,853.01001,13565.769857,1457.9766846666666
2012-09-24,3160.780029,851.76001,13558.919922,1456.890015
2012-09-25,3117.72998,839.1199949999999,13457.549805,1441.589966
2012-09-26,3093.699951,833.929993,13413.509766,1433.319946
2012-09-27,3136.600098,843.5399779999999,13485.969727000002,1447.150024
2012-09-28,3116.22998,837.450012,13437.129883000001,1440.670044
2012-09-29,3115.3299963333334,838.4033406666667,13463.123372666669,1441.9433593333333
2012-09-30,3114.4300126666667,839.3566693333333,13489.116862333334,1443.2166746666667
2012-10-01,3113.530029,840.3099980000001,13515.110352000002,1444.48999
2012-10-02,3120.040039,840.51001,13482.360352000002,1445.75
2012-10-03,3135.22998,838.780029,13494.610352000002,1450.98999
2012-10-04,3149.459961,844.650024,13575.360352000002,1461.400024
2012-10-05,3136.189941,842.8599849999999,13610.150391,1460.930054
2012-10-06,3128.2433266666667,841.3766476666666,13601.317057666665,1459.2467043333334
2012-10-07,3120.2967123333333,839.8933103333334,13592.483724333333,1457.5633546666666
2012-10-08,3112.350098,838.409973,13583.650391,1455.880005
2012-10-09,3065.02002,827.919983,13473.530272999998,1441.47998
2012-10-10,3051.780029,826.75,13344.969727,1432.560059
2012-10-11,3049.409912,829.780029,13326.389648,1432.839966
2012-10-12,3044.110107,823.090027,13328.849609,1428.589966
2012-10-13,3050.8000486666665,824.8200276666666,13360.643229000001,1432.4366456666667
2012-10-14,3057.4899903333335,826.5500283333333,13392.436849,1436.2833253333333
2012-10-15,3064.179932,828.280029,13424.230469,1440.130005
2012-10-16,3101.169922,835.4400019999999,13551.780272999998,1454.920044
2012-10-17,3104.1201170000004,842.5200199999999,13557.0,1460.910034
2012-10-18,3072.8701170000004,837.119995,13548.94043,1457.339966
2012-10-19,3005.6201170000004,821.0,13343.509766,1433.189941
2012-10-20,3009.4000650000003,820.8400066666667,13344.30306,1433.3999426666667
2012-10-21,3013.180013,820.6800133333334,13345.096354,1433.6099443333335
2012-10-22,3016.959961,820.52002,13345.889648,1433.819946
2012-10-23,2990.459961,816.200012,13102.530273,1413.109985
2012-10-24,2981.699951,813.650024,13077.339844,1408.75
2012-10-25,2986.1201170000004,816.820007,13103.679688,1412.969971
2012-10-26,2987.949951,813.25,13107.209961,1411.939941
2012-10-27,2985.8059568,814.345996,13105.059961,1411.9839596000002
2012-10-28,2983.6619626,815.441992,13102.909961000001,1412.0279782
2012-10-29,2981.5179684,816.5379879999999,13100.759961,1412.0719968
2012-10-30,2979.3739742000002,817.6339839999999,13098.609961,1412.1160154
2012-10-31,2977.22998,818.72998,13096.459961,1412.160034
2012-11-01,3020.060059,827.849976,13232.620117,1427.589966
2012-11-02,2982.1298829999996,814.369995,13093.160156,1414.199951
2012-11-03,2987.9732259999996,816.0933226666667,13099.586914,1415.2199706666668
2012-11-04,2993.816569,817.8166503333333,13106.013672000001,1416.2399903333333
2012-11-05,2999.659912,819.539978,13112.44043,1417.26001
2012-11-06,3011.929932,825.6400150000001,13245.679688,1428.390015
2012-11-07,2937.290039,804.52002,12932.730469,1394.530029
2012-11-08,2895.580078,793.650024,12811.320313,1377.51001
2012-11-09,2904.8701170000004,795.02002,12815.389648,1379.849976
2012-11-10,2904.6634113333334,794.6000166666666,12815.286458,1379.9099936666667
2012-11-11,2904.456705666667,794.1800133333334,12815.183268,1379.9700113333333
2012-11-12,2904.25,793.76001,12815.080078,1380.030029
2012-11-13,2883.889893,789.01001,12756.179688,1374.530029
2012-11-14,2846.810059,773.200012,12570.950195,1355.48999
2012-11-15,2836.939941,769.47998,12542.379883,1353.329956
2012-11-16,2853.1298829999996,776.280029,12588.30957,1359.880005
2012-11-17,2874.1099446666663,781.8733520000001,12657.526367,1368.8833416666666
2012-11-18,2895.0900063333333,787.466675,12726.743164,1377.8866783333333
2012-11-19,2916.070068,793.0599980000001,12795.959961,1386.890015
2012-11-20,2916.679932,793.8099980000001,12788.509766,1387.810059
2012-11-21,2926.550049,798.380005,12836.889648,1391.030029
2012-11-22,2946.7000735,802.779999,12923.2099605,1400.0900265
2012-11-23,2966.850098,807.179993,13009.530273,1409.150024
2012-11-24,2970.160075,807.7933353333333,12995.476887666668,1408.1966956666668
2012-11-25,2973.470052,808.4066776666667,12981.423502333333,1407.2433673333333
2012-11-26,2976.780029,809.02002,12967.370117,1406.290039
2012-11-27,2967.790039,807.73999,12878.129883,1398.939941
2012-11-28,2991.780029,813.5,12985.110352,1409.930054
2012-11-29,3012.030029,823.200012,13021.820313,1415.949951
2012-11-30,3010.23999,821.919983,13025.580078,1416.180054
2012-12-01,3007.559977,821.5466513333333,13005.586588333334,1413.9400229999999
2012-12-02,3004.879964,821.1733196666667,12985.593098666668,1411.699992
2012-12-03,3002.199951,820.799988,12965.599609,1409.459961
2012-12-04,2996.689941,822.119995,12951.780273,1407.050049
2012-12-05,2973.699951,820.599976,13034.490234,1409.280029
2012-12-06,2989.27002,821.789978,13074.040039,1413.939941
2012-12-07,2978.040039,822.27002,13155.129883,1418.069946
2012-12-08,2981.013346333333,823.6000166666666,13160.046549666666,1418.2299803333333
2012-12-09,2983.986653666667,824.9300133333334,13164.963216333334,1418.3900146666667
2012-12-10,2986.959961,826.26001,13169.879883,1418.550049
2012-12-11,3022.300049,834.98999,13248.44043,1427.839966
2012-12-12,3013.810059,829.3900150000001,13245.450195,1428.47998
2012-12-13,2992.159912,824.200012,13170.719727,1419.449951
2012-12-14,2971.330078,823.75,13135.009766,1413.579956
2012-12-15,2984.4200846666668,827.5,13168.469726666666,1419.173299
2012-12-16,2997.510091333333,831.25,13201.929687333333,1424.766642
2012-12-17,3010.600098,835.0,13235.389648,1430.359985
2012-12-18,3054.530029,847.6900019999999,13350.959961,1446.790039
2012-12-19,3044.360107,847.8900150000001,13251.969727,1435.810059
2012-12-20,3050.389893,852.48999,13311.719727,1443.689941
2012-12-21,3021.01001,847.919983,13190.839844,1430.150024
2012-12-22,3018.206706,846.8599853333334,13173.536458666667,1428.986694
2012-12-23,3015.403402,845.7999876666667,13156.233073333333,1427.823364
2012-12-24,3012.600098,844.73999,13138.929688,1426.660034
2012-12-25,3001.380005,841.8150025,13126.759766,1423.244995
2012-12-26,2990.159912,838.8900150000001,13114.589844,1419.829956
2012-12-27,2985.909912,837.400024,13096.30957,1418.099976
2012-12-28,2960.310059,832.099976,12938.110352,1402.430054
2012-12-29,2980.043376,837.849976,12993.453450666666,1410.3500163333333
2012-12-30,2999.776693,843.599976,13048.796549333334,1418.2699786666667
2012-12-31,3019.51001,849.349976,13104.139648,1426.189941
2013-01-01,3065.88501,861.3849795,13258.3447265,1444.3049925
2013-01-02,3112.26001,873.419983,13412.549805,1462.420044
2013-01-03,3100.570068,872.599976,13391.360352,1459.369995
2013-01-04,3101.659912,879.150024,13435.209961000002,1466.469971
2013-01-05,3100.709961,878.0333453333334,13418.236653666669,1464.943319
2013-01-06,3099.76001,876.9166666666667,13401.263346333333,1463.416667
2013-01-07,3098.810059,875.7999880000001,13384.290039,1461.890015
2013-01-08,3091.810059,874.7000119999999,13328.849609,1457.150024
2013-01-09,3105.810059,879.51001,13390.509766,1461.02002
2013-01-10,3121.76001,881.23999,13471.219727000002,1472.119995
2013-01-11,3125.6298829999996,880.7700199999999,13488.429688,1472.050049
2013-01-12,3122.9199219999996,880.546672,13494.726563,1471.593384
2013-01-13,3120.209961,880.323324,13501.023438,1471.1367189999999
2013-01-14,3117.5,880.099976,13507.320313,1470.680054
2013-01-15,3110.780029,884.599976,13534.889647999998,1472.339966
2013-01-16,3117.540039,882.3099980000001,13511.230469,1472.630005
2013-01-17,3136.0,890.3599849999999,13596.019531,1480.939941
2013-01-18,3134.709961,892.7999880000001,13649.700195,1485.97998
2013-01-19,3136.82745375,894.4099885,13665.3276365,1487.62499975
2013-01-20,3138.9449465,896.0199890000001,13680.955078,1489.2700195
2013-01-21,3141.06243925,897.6299895000001,13696.582519500002,1490.91503925
2013-01-22,3143.179932,899.23999,13712.209961000002,1492.560059
2013-01-23,3153.669922,896.7000119999999,13779.330078,1494.810059
2013-01-24,3130.3798829999996,900.1900019999999,13825.330078,1494.819946
2013-01-25,3149.709961,905.23999,13895.980469,1502.959961
2013-01-26,3151.2399903333335,905.7300006666667,13891.296875333333,1502.0333253333333
2013-01-27,3152.7700196666665,906.2200113333334,13886.613281666667,1501.1066896666666
2013-01-28,3154.300049,906.7100220000001,13881.929688,1500.180054
2013-01-29,3153.659912,907.3099980000001,13954.419922,1507.839966
2013-01-30,3142.310059,896.909973,13910.419922,1501.959961
2013-01-31,3142.1298829999996,902.090027,13860.580078,1498.109985
2013-02-01,3179.100098,911.2000119999999,14009.790038999998,1513.170044
2013-02-02,3163.1233726666665,907.2266843333332,13966.553385333333,1507.3500163333333
2013-02-03,3147.1466473333335,903.2533566666666,13923.316731666666,1501.5299886666667
2013-02-04,3131.169922,899.2800289999999,13880.080078,1495.709961
2013-02-05,3171.580078,908.2199710000001,13979.299805,1511.290039
2013-02-06,3168.47998,911.2899779999999,13986.519531,1512.119995
2013-02-07,3165.1298829999996,908.099976,13944.049805,1509.390015
2013-02-08,3193.8701170000004,913.669983,13992.969727000002,1517.930054
2013-02-09,3193.246744666667,913.4566649999999,13985.726562666669,1517.6233726666667
2013-02-10,3192.6233723333335,913.243347,13978.483398333334,1517.3166913333332
2013-02-11,3192.0,913.0300289999999,13971.240234,1517.01001
2013-02-12,3186.48999,917.5200199999999,14018.700195,1519.430054
2013-02-13,3196.8798829999996,920.580017,13982.910156,1520.329956
2013-02-14,3198.659912,923.76001,13973.389647999998,1521.380005
2013-02-15,3192.030029,923.150024,13981.759766,1519.790039
2013-02-16,3197.42004375,925.362518,13995.237304999999,1522.5775145
2013-02-17,3202.8100585,927.575012,14008.714843999998,1525.36499
2013-02-18,3208.20007325,929.787506,14022.192383,1528.1524655
2013-02-19,3213.590088,932.0,14035.669922,1530.939941
2013-02-20,3164.409912,913.5,13927.540038999998,1511.949951
2013-02-21,3131.48999,905.400024,13880.620116999999,1502.420044
2013-02-22,3161.820068,916.150024,14000.570313,1515.599976
2013-02-23,3146.6300453333333,909.380025,13928.436849333333,1506.349976
2013-02-24,3131.4400226666667,902.610026,13856.303385666666,1497.099976
2013-02-25,3116.25,895.840027,13784.169922,1487.849976
2013-02-26,3129.649902,900.0499880000001,13900.129883000001,1496.939941
2013-02-27,3162.26001,909.919983,14075.370116999999,1515.98999
2013-02-28,3160.189941,911.1099849999999,14054.490234,1514.680054
2013-03-01,3169.73999,914.7299800000001,14089.660156,1518.199951
