f2v7n2e20_loss,f2v7n2e20val_loss
0.07124840162361502,0.023721983635818567
0.0026598339960792966,0.021620715963193676
0.0022330535448289576,0.016103055819377793
0.0018999420890474586,0.01575602245117937
0.001468241771127169,0.01045706258590364
0.0011205990340554294,0.007087757806472767
0.0008788166979650672,0.00450277344546291
0.0006713293070794186,0.0033276841518722453
0.0004899055753566926,0.0015739918862991444
0.00038372701721841565,0.0010936652945199787
0.00035977605337935803,0.0006570307245515773
0.00030172827099985653,0.00027080497077874426
0.00028588248993120005,0.0002620861491028176
0.0002475356708312894,0.00022870510036847297
0.00025118255967740666,0.000157702917251979
0.0002702838077684359,0.00029283615641451343
0.00025239122243025464,0.0005782331847093211
0.00023903368939761832,0.0012647800016726092
0.0002388614320691107,0.0006298618253632602
0.00024324081651527183,0.00031322661551722367
