f2v1n2e20_loss,f2v1n2e20val_loss
0.24592752948427601,0.33670689311048213
0.04650697003965575,0.11884042737023691
0.0069895580003352786,0.06188626377287759
0.0032149084123669317,0.048207898472724664
0.0029380164012279657,0.0467549498211148
0.002744424881570586,0.04504981544676869
0.002510088020669346,0.04261745264402181
0.002257201274685293,0.038825169846076125
0.002028309517855048,0.0362504065711528
0.0017697238078159057,0.03552304930912246
0.0015598146080510126,0.02970842839018674
0.0013382733076406721,0.02854390325198463
0.001143692528427616,0.026123296740159813
0.000962759881607832,0.0229899417396853
0.0008063053208340895,0.021362944140448488
0.0006715467155311783,0.02054897535576156
0.0005806380710361525,0.018167149473018056
0.0004698767375160389,0.015027221480138003
0.0004148212865872247,0.014199330246201241
0.00035657059251578986,0.013035507967146094
