f2v2n2e20,Y
1567.2992,1553.284973
1565.8352,1551.8074645000002
1563.836,1550.329956
1561.8318,1554.910034
1562.6805,1546.560059
1561.9838,1565.599976
1559.6481,1570.0499676666666
1570.374,1574.4999593333334
1577.2935,1578.949951
1579.8568,1586.390015
1582.4166,1596.050049
1584.3708,1603.709961
1590.541,1606.790039
1598.7019,1604.6400146666667
1602.5815,1602.4899903333333
1603.0487,1600.339966
1603.2711,1600.339966
1603.4938,1616.369995
1599.0613,1625.290039
1601.4358,1626.630005
1603.1793,1630.233317
1602.2191,1633.8366290000001
1603.7562,1637.439941
1606.7148,1625.23999
1609.668,1627.609985
1605.9474,1628.219971
1607.2568,1626.930054
