f15v7n2e20_loss,f15v7n2e20val_loss
0.1173187902202578,0.19698853332262772
0.019945777242364595,0.1313075286100854
0.01753791832219323,0.1361362988149727
0.013861901383527877,0.08575010217808104
0.01154267511468139,0.08528142397875314
0.008402983292541369,0.05247584122468482
0.005801502971671979,0.03641724705204859
0.004027576643305024,0.018757273660522406
0.002640796304538197,0.015368720439805106
0.0018722582982581381,0.009063353382721339
0.0016065326160730066,0.00992099913527964
0.0015133726122132255,0.007904848058907581
0.001409658803917829,0.007848547796519207
0.0014100578886624626,0.008299306440576502
0.0012905962964581232,0.009808916049743337
0.0012671966219717913,0.011864145361859311
0.0011472082439712512,0.009269138825622357
0.0012215029734709178,0.011873772865478563
0.001162752941120677,0.014742166085352938
0.0010817950962728614,0.016978087430758463
