f2v1n4e20,Y
6888.6787,7101.956543333333
6887.3765,7084.113281666667
6871.373,7066.27002
6855.3823,7130.700195
6839.406,7100.899901999999
6861.7715,7088.149901999999
6839.8604,7209.620117
6816.259,7228.150065
6931.7017,7246.680013
6950.068,7265.209961
6968.428,7266.899901999999
6986.784,7339.910156
7000.772,7404.970215
7069.8213,7402.879883
7132.7197,7405.693196666666
7144.666,7408.506510333333
7143.3037,7411.319823999999
7141.9355,7351.629883
7140.562,7398.299805
7097.98,7382.470215
7154.327,7354.339844
7160.716,7367.573242333334
7148.278,7380.806640666667
7168.463,7394.040039
7188.661,7378.459961
7208.8755,7425.959961
7167.3623,7424.430176000001
7197.2456,7433.850098000001
