f1v2n4e20_loss,f1v2n4e20val_loss
0.2949838139706989,0.20692633060009583
0.01739109930372609,0.018118175996831902
0.0007208917418034637,0.01373204778444589
0.0006693585715238905,0.013550989575299394
0.000623549987854943,0.012826558260712773
0.0005745502808657442,0.01226095891426034
0.000523323772498414,0.01060344916059757
0.0004759735114529953,0.009407966412887301
0.0004223596044578576,0.009554708959868825
0.00038015154939114484,0.008809860013729043
0.000337132808400007,0.008310303081879798
0.00031062779792757564,0.008756528435143358
0.00026390032649383323,0.007340698726930777
0.0002423678296535796,0.006788653875169668
0.0002099770861075062,0.0059390654762113545
0.0001969428294654251,0.006102463796749995
0.00017644079769451449,0.005332333796895514
0.00017967585731156084,0.0046089441112480535
0.00017378575280474614,0.0051899803410102
0.0001639981595626824,0.005148261444486232
