f1v1n4e20,Y
6536.602,7119.799805
6536.657,7101.956543333333
6525.6177,7084.113281666667
6514.5586,7066.27002
6503.4814,7130.700195
6511.5015,7100.899901999999
6486.282,7088.149901999999
6477.022,7209.620117
6548.3433,7228.150065
6557.4927,7246.680013
6566.6313,7265.209961
6575.7573,7266.899901999999
6579.8257,7339.910156
6623.0103,7404.970215
6664.429,7402.879883
6674.817,7405.693196666666
6676.12,7408.506510333333
6677.421,7411.319823999999
6678.718,7351.629883
6646.1577,7398.299805
6672.0312,7382.470215
6669.2734,7354.339844
6662.0547,7367.573242333334
6676.657,7380.806640666667
6691.2314,7394.040039
6705.7793,7378.459961
6679.602,7425.959961
6696.3364,7424.430176000001
6688.1143,7433.850098000001
