f15v1n4e20_loss,f15v1n4e20val_loss
0.050391776056714736,0.1980398450846786
0.01879151490885028,0.15167803028012564
0.01730478774496851,0.11862643933380244
0.016364819708440597,0.13124083300927197
0.01503013104377038,0.12472242478951974
0.013506692287540865,0.11393367874874469
0.011865455560927055,0.06921534125497181
0.010883563154546727,0.09378037737468319
0.009441431416990602,0.06186148532365253
0.008205377374415429,0.05339714438692866
0.006882253711437778,0.04911516143368666
0.0057305792974396644,0.035926781358387234
0.004539297660021613,0.0288048352775469
0.003679483589878142,0.022090618106700204
0.0029050995504456495,0.015366603002162275
0.0022796494806032476,0.006851454723879913
0.0016909281533466082,0.00644336552652096
0.0013468933462785348,0.006983351626548585
0.0011122238258785275,0.002994631167408786
0.0009473637236784002,0.0020377089506219857
