f7v15n2e20_loss,f7v15n2e20val_loss
0.0650759271245198,0.2082818042511908
0.020434112592872717,0.146088866879476
0.017952473383047618,0.12876551493302288
0.016216498556175674,0.11398342021759725
0.014368993915416125,0.1042716638403851
0.012728876758225599,0.09254960350742276
0.010247394450967387,0.09078528044507808
0.00831371412675894,0.06661977506423956
0.0063743656591228855,0.054974862818149915
0.004843654293433589,0.04262418532431526
0.0035718128443536965,0.040752848397765384
0.002851761347823204,0.043019248475789425
0.00246831332106385,0.04093678382494106
0.0022770488005007194,0.04312797396087507
0.001972410804765026,0.04502771481646587
0.0019495191327819827,0.044379697328170875
0.0018684820091590662,0.04438926255792979
0.001881395218982211,0.04522036048489929
0.0017502790620322931,0.045799881860538814
0.0016593686719626603,0.044804681142504584
