f2v1n4e20,Y
22417.025,24261.843098999998
22417.51,24212.496745
22378.186,24163.150391
22338.867,24099.050781
22299.55,23924.980469
22336.146,23930.150391
22250.885,24262.509766
22215.658,24294.113281666665
22470.934,24325.716797333334
22504.764,24357.320313
22538.586,24360.210938
22572.395,24542.539063
22587.72,24739.529297
22744.096,24831.169922
22893.508,24853.916666666668
22927.55,24876.663411333335
22931.73,24899.410156
22935.9,24706.410156
22940.064,24768.929688
22822.79,24713.980469
22919.594,24715.089844
22910.057,24814.489583666666
22881.059,24913.889323333333
22931.537,25013.289063
22981.97,24834.410156
23032.373,24886.810547
22942.404,24811.759766
23006.459,24753.089844
