f1v7n2e20,Y
5924.8706,7088.149901999999
5916.712,7209.620117
5916.052,7228.150065
5916.9453,7246.680013
5921.851,7265.209961
5929.1797,7266.899901999999
5926.1997,7339.910156
5938.7666,7404.970215
5958.9087,7402.879883
5970.002,7405.693196666666
5984.3037,7408.506510333333
5999.357,7411.319823999999
6014.745,7351.629883
6021.8525,7398.299805
6021.013,7382.470215
6007.499,7354.339844
5990.41,7367.573242333334
5974.821,7380.806640666667
5961.2563,7394.040039
5949.6743,7378.459961
5951.548,7425.959961
5955.033,7424.430176000001
5957.107,7433.850098000001
