f2v1n4e20_loss,f2v1n4e20val_loss
0.1976542186442512,0.13353353995757092
0.01934668517811418,0.00878539293955955
0.0018266848377105837,0.0036963614758403077
0.00167027461870565,0.0030727708705149412
0.0015806202463903342,0.0022967577189810114
0.0015007301877875744,0.002612656803721857
0.001434852527497149,0.001561028434939929
0.0013806536711609642,0.001740791817908347
0.0012919975459940588,0.0009383256976134618
0.0012480588969274696,0.0010582084583396086
0.0011488667299341148,0.0007752740993116499
0.001101162989560322,0.0005008777127855123
0.0010665411985244886,0.00033478323280523555
0.0010079168745904753,0.0003392618723656733
0.0009407712811131253,0.00023416716296646497
0.0009127530281215782,0.00025015900318621373
0.000878196520670925,0.0004210682435612974
0.0009283187827470393,0.00035791687735536567
0.0008297246918370158,0.0002895420807865908
0.0008004282688537519,0.0008988520426682874
