f1v3n2e20_loss,f1v3n2e20val_loss
0.15987059302203396,0.10304569825530052
0.010705707147525964,0.015553286764770746
0.0008834404780318813,0.011451304395450279
0.0008289573578212387,0.011305976047879085
0.0007729797015095387,0.010507983330171555
0.0007088106230529082,0.009247879366739653
0.0006564299024321748,0.009138188732322305
0.000571370854250495,0.007587476968183182
0.0005350822956068328,0.007071882122545503
0.0005120246206044395,0.007632789740455337
0.0004864381301563464,0.007001523190410808
0.0004612996371193316,0.006279761830228381
0.0004521120221152678,0.005913175904424861
0.0004335813981114196,0.005389049350924324
0.00041604926503362036,0.006194906192831695
0.0003934654908551549,0.006135487594292499
0.00038524508510507104,0.00508034694212256
0.0003807755735998526,0.0045390409213723615
0.00035241753775214744,0.0045446576696122065
0.0003429639871570223,0.004230448314046953
