f2v2n4e20,Y
2704.6584,2655.33667
2701.7637,2648.050049
2695.375,2654.800049
2688.9827,2635.669922
2689.9592,2629.72998
2683.5925,2663.419922
2674.1624,2666.489909
2690.1846,2669.5598959999998
2707.8247,2672.6298829999996
2711.39,2671.919922
2714.9502,2697.790039
2716.304,2723.070068
2729.088,2727.719971
2752.167,2728.523275
2764.811,2729.3265789999996
2767.5173,2730.1298829999996
2768.6077,2711.449951
2769.6958,2722.459961
2759.9854,2720.1298829999996
2757.0825,2712.969971
2760.0823,2719.649984
2755.305,2726.329997
2756.2651,2733.01001
2762.9236,2724.439941
2769.5806,2733.290039
2767.9526,2727.76001
2768.3125,2721.330078
