f1v1n2e20,Y
2696.839,2669.909912
2696.6038,2662.623291
2691.73,2655.33667
2686.851,2648.050049
2681.9668,2654.800049
2687.6472,2635.669922
2678.572,2629.72998
2673.2598,2663.419922
2706.869,2666.489909
2711.7222,2669.5598959999998
2716.575,2672.6298829999996
2721.426,2671.919922
2724.304,2697.790039
2744.3618,2723.070068
2763.0488,2727.719971
2766.9995,2728.523275
2767.1462,2729.3265789999996
2767.2903,2730.1298829999996
2767.432,2711.449951
2753.524,2722.459961
2767.7268,2720.1298829999996
2767.745,2712.969971
2764.1165,2719.649984
2770.385,2726.329997
2776.6453,2733.01001
2782.8953,2724.439941
2770.9658,2733.290039
2779.4875,2727.76001
2776.7827,2721.330078
