f1v2n2e20,Y
7211.823,7101.956543333333
7198.9946,7084.113281666667
7178.1216,7066.27002
7157.2524,7130.700195
7165.214,7100.899901999999
7147.357,7088.149901999999
7122.947,7209.620117
7197.8184,7228.150065
7257.3394,7246.680013
7273.787,7265.209961
7290.231,7266.899901999999
7298.2896,7339.910156
7350.2876,7404.970215
7429.6445,7402.879883
7468.0415,7405.693196666666
7474.6123,7408.506510333333
7478.455,7411.319823999999
7482.2974,7351.629883
7441.7534,7398.299805
7443.565,7382.470215
7453.1685,7354.339844
7437.0,7367.573242333334
7444.774,7380.806640666667
7468.8945,7394.040039
7493.022,7378.459961
7476.4253,7425.959961
7485.3604,7424.430176000001
7490.885,7433.850098000001
