f1v2n2e20_loss,f1v2n2e20val_loss
0.16865342952906318,0.08949796572003675
0.005407975327101774,0.013489161030915768
0.002118546127802477,0.012090087453227328
0.0019543283385004165,0.008164836060883396
0.0018569507528947656,0.007251848504655873
0.0016317700157428509,0.007317706236474054
0.0014428185134001377,0.005992177481580849
0.0013224424533545458,0.005030013965037854
0.001088363956018599,0.004539971454980095
0.0009252509540731043,0.00328742960877919
0.0007667488842578928,0.0015929612475346125
0.0006463756683743983,0.0019564822552796536
0.0005736337697189869,0.0006659114546694226
0.00042286851682319927,0.0008188168120914665
0.0003774130356315366,0.0002352802916112009
0.0003138241489916044,0.0001725079420260084
0.00026206972276016343,0.00023931451165560208
0.00023873694834334035,0.00015225599913324203
0.00021415671722980982,0.0003431896135304629
0.000194141390124167,0.00026347928801244603
