f2v2n4e20,Y
1610.9526,1553.284973
1608.9922,1551.8074645000002
1606.3086,1550.329956
1603.6218,1554.910034
1604.3385,1546.560059
1601.8723,1565.599976
1598.318,1570.0499676666666
1611.3168,1574.4999593333334
1619.8021,1578.949951
1622.7723,1586.390015
1625.7399,1596.050049
1627.9895,1603.709961
1636.1652,1606.790039
1646.9595,1604.6400146666667
1652.1979,1602.4899903333333
1653.1633,1600.339966
1653.4001,1600.339966
1653.6366,1616.369995
1648.0526,1625.290039
1650.9598,1626.630005
1653.2769,1630.233317
1652.0806,1633.8366290000001
1654.3071,1637.439941
1658.3087,1625.23999
1662.3062,1627.609985
1658.0159,1628.219971
1658.9214,1626.930054
