f2v2n4e20_loss,f2v2n4e20val_loss
0.07533347495579579,0.001981160047327411
0.001059677452510255,0.0003338736480303772
0.0010248202043379715,0.0004609793811892893
0.0010159574080904517,0.000280056797642512
0.0009643310416698036,0.00028932193477569103
0.0009165386975176686,0.0002895915418459639
0.0008798119080436262,0.0003872350953908766
0.0008951117406527474,0.0004645987075847465
0.0008775154775741876,0.0008019220475667364
0.0008489914634508985,0.0006065337031980997
0.0008401668331815529,0.0005139727573291368
0.0007765604548811145,0.0006338245621997845
0.0008057192274237377,0.0011446615042824187
0.0007498652958644362,0.001635944698136882
0.0007403259430148808,0.002020278995350173
0.0008183037882315892,0.0006632837285589789
0.0007276964011849463,0.0009407401614779425
0.0007812720796259109,0.0007420776913852973
0.0007397512332990129,0.0016017366590502838
0.000729379897240937,0.0012134916868608739
