f7v2n4e20_loss,f7v2n4e20val_loss
0.11895377409369068,0.21141122921329478
0.02461916897090765,0.14970394499275996
0.022726017253903438,0.12302495308382355
0.021970566476161517,0.12011538806330899
0.019589319154828935,0.1033344031514033
0.017946547844662878,0.09786112533639306
0.01607392973676917,0.09905630949398746
0.014771499169800337,0.08588507787688919
0.012434941171332268,0.06404251965653637
0.010770888925979744,0.05622886621352771
0.00916119758682429,0.04238244670483729
0.00748733892404059,0.03625981264707187
0.006198583637952823,0.017112334891546354
0.004948037305364347,0.019325240758126198
0.0036815160785050537,0.011974586740784023
0.0029268917627064124,0.00760053511096529
0.002169660960126051,0.005421543346449692
0.0017467111443768295,0.0022339639982300982
0.0014324104116657027,0.003019281542630937
0.0012669069507376016,0.0010383169836764548
