f2v7n4e20,Y
21528.855,24262.509766
21514.367,24294.113281666665
21545.545,24325.716797333334
21589.9,24357.320313
21630.4,24360.210938
21667.295,24542.539063
21699.707,24739.529297
21739.72,24831.169922
21791.727,24853.916666666668
21835.215,24876.663411333335
21865.104,24899.410156
21884.375,24706.410156
21896.703,24768.929688
21895.562,24713.980469
21905.184,24715.089844
21915.254,24814.489583666666
21916.244,24913.889323333333
21919.033,25013.289063
21929.115,24834.410156
21944.49,24886.810547
21944.77,24811.759766
21950.521,24753.089844
